"116h -- Rakennukset (lkm, m2) käyttötarkoituksen ja lämmitysaineen mukaan, 2019"

"Rakennuksen lämmitysaine","Alue","Vuosi","Rakennuksen kerrosala (m2) Yhteensä","Rakennuksen kerrosala (m2) Erilliset pientalot","Rakennuksen kerrosala (m2) Rivi- ja ketjutalot","Rakennuksen kerrosala (m2) Asuinkerrostalot","Rakennuksen kerrosala (m2) Liikerakennukset","Rakennuksen kerrosala (m2) Toimistorakennukset","Rakennuksen kerrosala (m2) Liikenteen rakennukset","Rakennuksen kerrosala (m2) Hoitoalan rakennukset","Rakennuksen kerrosala (m2) Kokoontumisrakennukset","Rakennuksen kerrosala (m2) Opetusrakennukset","Rakennuksen kerrosala (m2) Teollisuusrakennukset","Rakennuksen kerrosala (m2) Varastorakennukset","Rakennuksen kerrosala (m2) Muut rakennukset"
"Yhteensä","Pirkkala","2019",1586609,518524,187420,284582,125974,25630,47062,23873,11265,34860,235660,88023,3736
"Yhteensä","Polvijärvi","2019",399353,232544,33900,6612,20934,8227,14839,12158,9319,10549,43150,5831,1290
"Yhteensä","Pomarkku","2019",249190,133852,13156,5133,4749,6050,8440,5730,6557,6243,43778,14182,1320
"Yhteensä","Pori","2019",8951433,2907643,448380,1646850,693900,331823,258572,272294,191829,323530,1230296,615518,30798
"Yhteensä","Pornainen","2019",376728,270623,13151,5793,11993,1370,13389,8530,3758,15671,18918,12453,1079
"Yhteensä","Porvoo","2019",4269803,1725871,217902,781469,252732,108641,84365,120869,70282,162494,551287,182855,11036
"Yhteensä","Posio","2019",344004,191090,27327,6036,23987,9727,7174,14557,10468,12351,25123,14815,1349
"Yhteensä","Pudasjärvi","2019",771546,401483,67004,29956,76349,17013,25019,18386,15279,46457,50142,19118,5340
"Yhteensä","Pukkila","2019",157739,105282,12335,1303,3932,1772,4608,5495,4582,5040,6970,5723,697
"Yhteensä","Punkalaidun","2019",314607,180680,23971,17840,13864,6066,6593,12595,6296,7185,27895,9499,2123
"Yhteensä","Puolanka","2019",279644,146952,33108,9183,22058,5998,8807,10051,9607,16554,10608,6389,329
"Yhteensä","Puumala","2019",262393,155235,22338,16579,17368,6425,6364,8534,5191,6244,8898,7067,2150
"Yhteensä","Pyhtää","2019",517179,326289,36115,12361,20185,2161,26430,9745,13356,13838,43403,12169,1127
"Yhteensä","Pyhäjoki","2019",322135,180567,20122,3796,30400,17315,5342,8783,9734,7352,26724,10537,1463
"Yhteensä","Pyhäjärvi","2019",471531,252330,39363,33270,30405,6265,11169,20024,10747,20603,31663,13483,2209
"Yhteensä","Pyhäntä","2019",181111,73158,19074,0,3727,4483,6427,2641,1814,2444,47295,18035,2013
"Yhteensä","Pyhäranta","2019",190061,130900,8335,0,4173,3830,8075,1386,2532,1791,26071,2265,703
"Yhteensä","Pälkäne","2019",648080,358496,42254,25059,47949,5834,18772,14342,13081,20217,82798,17157,2121
"Yhteensä","Pöytyä","2019",803912,471326,59987,14655,19347,17422,19150,24113,11880,20593,98654,42633,4152
"Yhteensä","Raahe","2019",2554038,995059,178553,267262,163774,85129,70647,42734,44847,92569,487717,118718,7029
"Yhteensä","Raasepori","2019",2803643,1218142,112186,406964,169745,65103,82701,95386,67279,108436,366758,99736,11207
"Yhteensä","Raisio","2019",2293439,676177,203991,430900,378974,44839,52586,29893,31144,90284,232741,117535,4375
"Yhteensä","Rantasalmi","2019",363843,204107,24770,22233,34273,6740,4586,5053,11589,7736,32315,9118,1323
"Yhteensä","Ranua","2019",357926,189509,34431,2621,28866,6914,13901,11689,8244,20964,22618,15483,2686
"Yhteensä","Rauma","2019",4273768,1401733,276483,790820,247952,108111,91273,74754,84681,139687,689146,362992,6136
"Yhteensä","Rautalampi","2019",301226,183147,23557,10014,18337,5647,8849,9878,6895,10336,18957,4724,885
"Yhteensä","Rautavaara","2019",177276,96454,15895,8475,12852,5049,2425,4759,7438,7571,8898,3837,3623
"Yhteensä","Rautjärvi","2019",380342,179538,27511,25169,15481,6782,11626,7314,5617,11553,82825,5223,1703
"Yhteensä","Reisjärvi","2019",233793,138376,27447,320,9460,3049,4453,3817,5038,18638,18782,3738,675
"Yhteensä","Riihimäki","2019",2638750,764739,146911,641197,199380,77003,74745,64726,59833,89569,375268,137763,7616
"Yhteensä","Ristijärvi","2019",122882,80054,10007,2843,4926,3115,2355,2914,3688,5620,5240,1644,476
"Yhteensä","Rovaniemi","2019",5303782,1873264,382636,1237278,481462,186161,152931,146457,130383,262869,244090,179597,26654
"Yhteensä","Ruokolahti","2019",447445,288349,31153,23149,19698,5309,8192,11486,9148,16886,28086,4749,1240
"Yhteensä","Ruovesi","2019",574408,280656,34790,41200,27711,17633,10195,17057,8689,20487,84185,26166,5639
"Yhteensä","Rusko","2019",539983,329816,36552,9271,13364,1785,15761,5761,3903,12895,83011,26109,1755
"Yhteensä","Rääkkylä","2019",232033,139242,21758,1193,9234,7848,2794,4690,6450,3933,22514,11069,1308
"Yhteensä","Saarijärvi","2019",931901,479027,61964,71236,64622,25555,27853,23019,21927,33464,83749,36878,2607
"Yhteensä","Salla","2019",412810,231876,29938,21138,49213,9473,7851,20937,13099,11792,13787,2668,1038
"Yhteensä","Salo","2019",5244192,2206584,435742,579309,346405,143460,127500,154609,113131,175768,690884,247788,23012
"Yhteensä","Saltvik","2019",173663,112398,6917,1100,6452,1419,4976,2612,1301,6395,10314,18927,852
"Yhteensä","Sastamala","2019",2402580,1207342,135712,227102,150888,34555,50777,61319,49747,82334,312368,82434,8002
"Yhteensä","Sauvo","2019",256102,185548,18819,3692,8471,1488,8914,5680,6162,3343,11298,2319,368
"Yhteensä","Savitaipale","2019",366379,200552,33720,13627,18825,5599,16665,11207,10403,11202,33440,9200,1939
"Yhteensä","Savonlinna","2019",3281826,1240486,258805,606492,287471,75788,85759,110226,92253,144552,299235,72890,7869
"Yhteensä","Savukoski","2019",118207,71325,9666,0,7127,2911,5033,4781,1627,6686,6299,2573,179
"Yhteensä","Seinäjoki","2019",6225596,2109628,602133,896346,561540,185207,128660,241184,163432,264097,586385,462644,24340
"Yhteensä","Sievi","2019",436132,228432,33826,6787,9004,4330,15009,11301,10907,12242,89574,12099,2621
"Yhteensä","Siikainen","2019",160428,92454,9882,2400,6272,4173,8135,5427,6923,4899,13417,5857,589
"Yhteensä","Siikajoki","2019",446348,286841,37109,2338,10712,11390,6425,10086,14364,23518,21688,15292,6585
"Yhteensä","Siikalatva","2019",616903,315086,58851,2516,19926,12879,18328,17933,16071,86605,49124,16882,2702
"Yhteensä","Siilinjärvi","2019",1727379,797400,200012,163326,85324,41906,60735,62361,32351,70249,162205,47985,3525
"Yhteensä","Simo","2019",257807,182933,17359,1955,9906,6485,4573,7147,1915,9994,9125,4891,1524
"Yhteensä","Sipoo","2019",1903639,961288,63563,214638,41869,21459,23261,34729,41496,81336,129132,285801,5067
"Yhteensä","Siuntio","2019",503778,361337,27921,19286,11546,6133,19895,11160,10551,11109,17061,6248,1531
"Yhteensä","Sodankylä","2019",900458,385923,91735,50974,107822,25880,26861,35081,23436,39287,87828,22502,3129
"Yhteensä","Soini","2019",230223,122112,18128,0,10560,1926,5199,3488,1746,9066,42506,15418,74
"Yhteensä","Somero","2019",925692,469110,73276,56372,47751,11745,34765,35344,21323,18466,95374,59769,2397
"Yhteensä","Sonkajärvi","2019",371420,227745,32180,9730,11756,8132,7291,14702,14011,14330,17190,13090,1263
"Yhteensä","Sotkamo","2019",1146757,495480,72061,79830,171447,24765,13883,33038,54056,32274,128575,38370,2978
"Yhteensä","Sottunga","2019",13271,9146,731,0,897,0,1179,0,0,629,393,16,280
"Yhteensä","Sulkava","2019",276676,161099,22715,4533,20576,8559,5093,10363,8376,11684,16143,5882,1653
"Yhteensä","Sund","2019",87809,62174,3063,463,3967,993,2390,2760,1175,2255,7559,433,577
"Yhteensä","Suomussalmi","2019",783296,402688,62184,54151,59542,17188,13314,33383,20214,41798,60794,10881,7159
"Yhteensä","Suonenjoki","2019",691050,294901,36274,93936,36428,12614,9394,17519,21326,37337,93587,34940,2794
"Yhteensä","Sysmä","2019",402502,219152,40496,25659,26857,8988,8017,8997,10638,12894,30542,8542,1720
"Yhteensä","Säkylä","2019",868860,399807,50238,38793,64780,13634,32175,21913,13644,18225,122496,83664,9491
"Yhteensä","Taipalsaari","2019",382721,262331,35901,7110,23949,3614,7106,9371,6195,11145,11149,3608,1242
"Yhteensä","Taivalkoski","2019",382282,201987,22876,20905,27577,7822,9239,12946,5120,29506,28742,14492,1070
"Yhteensä","Taivassalo","2019",193637,110529,11538,5497,12063,5254,7418,2983,4913,1115,20081,10965,1281
"Yhteensä","Tammela","2019",588784,347689,29574,20654,32210,8280,13970,7310,28427,14547,54768,30764,591
"Yhteensä","Tampere","2019",18683940,2758399,1365247,7637571,1282744,1066687,458514,563913,433399,891169,1593715,593355,39227
"Yhteensä","Tervo","2019",149324,92048,13821,4021,8715,1839,2107,5991,4113,5125,8600,2790,154
"Yhteensä","Tervola","2019",312419,178091,24941,2605,13426,8538,11395,6911,4136,16532,35937,8710,1197
"Yhteensä","Teuva","2019",575219,330215,33709,4973,24042,12792,8379,11490,10445,23240,99224,13397,3313
"Yhteensä","Tohmajärvi","2019",428805,239701,36755,16908,17484,9816,15703,12244,9921,14973,30796,22576,1928
"Yhteensä","Toholampi","2019",330991,180320,26680,2848,15580,7621,5902,12213,4475,15996,43112,15140,1104
"Yhteensä","Toivakka","2019",210625,133552,21440,0,10689,1879,3368,2553,2601,2090,22447,7100,2906
"Yhteensä","Tornio","2019",2387245,908105,107210,278334,199517,43206,78362,50235,44722,86677,497382,84689,8806
"Yhteensä","Turku","2019",16128906,2090059,1340284,6262878,1010390,749772,600925,614249,388512,758257,1456543,830242,26795
"Yhteensä","Tuusniemi","2019",226582,140276,24150,7510,12611,3243,8028,5545,3971,7680,10864,1732,972
"Yhteensä","Tuusula","2019",3403348,1468841,230655,387591,169067,64374,55894,69536,61283,102394,454646,329590,9477
"Yhteensä","Tyrnävä","2019",415337,287968,30770,5519,5434,3824,7514,11193,5709,27616,16182,11084,2524
"Yhteensä","Ulvila","2019",1124784,629304,88053,77875,42790,20378,15971,32926,14202,41208,132997,21734,7346
"Yhteensä","Urjala","2019",519879,271992,36588,27483,19319,10620,13821,12444,8931,17037,71774,25166,4704
"Yhteensä","Utajärvi","2019",252261,141594,22314,5983,14227,3445,6232,9206,7108,8292,12828,8339,12693
"Yhteensä","Utsjoki","2019",134425,69108,13430,644,25536,2049,4443,3210,2267,7643,2501,3021,573
"Yhteensä","Uurainen","2019",272279,182302,17146,2760,5400,3983,5297,7161,6793,17688,18389,4589,771
"Yhteensä","Uusikaarlepyy","2019",753975,365473,31513,51191,23970,9367,23943,17544,19114,26859,110053,68182,6766
"Yhteensä","Uusikaupunki","2019",1705434,556869,139305,223733,83683,25714,30159,47435,52341,41790,309037,189649,5719
"Yhteensä","Vaala","2019",305026,173955,31693,8373,19424,7455,9617,11393,5903,10318,17761,6649,2485
"Yhteensä","Vaasa","2019",6613540,1593220,312721,1905732,619374,285035,199437,182685,153354,318588,753315,277267,12812
"Yhteensä","Valkeakoski","2019",1944939,655353,111219,390039,94588,22856,36369,38885,50644,77762,407368,51605,8251
"Yhteensä","Vantaa","2019",18455401,3718576,1317519,5827588,958739,986944,1053489,293066,197015,518921,1510877,2038442,34225
"Yhteensä","Varkaus","2019",2231142,666736,196080,379047,166980,81044,65221,36452,51194,76117,443158,63163,5950
"Yhteensä","Vehmaa","2019",244174,150048,15324,8260,8495,5507,7847,6352,6411,8216,17977,9047,690
"Yhteensä","Vesanto","2019",221699,130857,17725,4223,9705,4723,5225,9367,7672,5357,23530,2781,534
"Yhteensä","Vesilahti","2019",328054,252278,15731,1108,5503,3002,7718,8966,5523,12090,10126,2432,3577
"Yhteensä","Veteli","2019",338698,208304,21074,1754,11112,5866,10206,10429,7891,11548,35672,13442,1400
"Yhteensä","Vieremä","2019",420015,208408,23819,5675,11049,3947,5376,8275,7644,9965,118459,13522,3876
"Yhteensä","Vihti","2019",2257260,1071748,275397,249050,129089,32468,31561,41697,35912,96883,222635,67700,3120
"Yhteensä","Viitasaari","2019",746303,303374,52639,60625,43397,14309,20830,20038,26159,27850,144034,31211,1837
"Yhteensä","Vimpeli","2019",341129,173993,9283,3488,13500,6805,1734,13487,11709,7683,80975,15658,2814
"Yhteensä","Virolahti","2019",397800,197304,29510,4286,38835,7787,17408,8695,7907,17673,18268,40687,9440
"Yhteensä","Virrat","2019",770892,353708,44356,73080,51615,20131,17133,15392,28173,25784,98747,38922,3851
"Yhteensä","Vårdö","2019",38513,26743,1947,287,3893,55,2117,441,529,1163,555,425,358
"Yhteensä","Vöyri","2019",682881,379517,26505,20334,29148,14362,23141,21214,18658,16689,97540,33152,2621
"Yhteensä","Ylitornio","2019",437202,264615,26440,9611,34313,13199,17017,12267,14027,19194,16847,8507,1165
"Yhteensä","Ylivieska","2019",1471730,586784,99560,158365,187256,48252,33228,34685,24177,49780,176707,67032,5904
"Yhteensä","Ylöjärvi","2019",2593652,1279317,278455,196504,140993,22636,26584,76032,40800,85223,344146,95226,7736
"Yhteensä","Ypäjä","2019",239004,137922,14915,5923,12040,3140,2381,5407,15972,6479,20443,11601,2781
"Yhteensä","Ähtäri","2019",636752,297807,56293,29571,51042,10015,13867,25777,23917,27553,64885,34003,2022
"Yhteensä","Äänekoski","2019",1819133,741988,99077,255721,112713,32534,26635,55000,42300,70252,319114,46815,16984
"Kauko- tai aluelämpö","KOKO MAA","2019",233224555,12804148,17980786,94083198,21831571,16950855,4423676,10774948,6545451,15669380,24006622,7145333,1008587
"Kauko- tai aluelämpö","Akaa","2019",203364,4240,13302,75683,13699,13263,458,22814,6763,15337,21339,16318,148
"Kauko- tai aluelämpö","Alajärvi","2019",84468,6095,14465,12190,14597,2696,1350,7719,8696,5430,10297,933,0
"Kauko- tai aluelämpö","Alavieska","2019",21402,0,1277,1547,1349,991,736,2255,1385,8276,3586,0,0
"Kauko- tai aluelämpö","Alavus","2019",268677,10070,32481,44493,80370,12642,3124,25065,11701,23713,21237,1292,2489
"Kauko- tai aluelämpö","Asikkala","2019",141324,5053,13012,54099,35049,3801,1543,7014,4266,16600,797,0,90
"Kauko- tai aluelämpö","Askola","2019",12435,677,3046,600,2043,0,0,1155,2194,2517,203,0,0
"Kauko- tai aluelämpö","Aura","2019",26557,342,4036,2017,3484,656,0,4575,1942,9505,0,0,0
"Kauko- tai aluelämpö","Brändö","2019",1029,300,0,0,0,0,0,0,729,0,0,0,0
"Kauko- tai aluelämpö","Eckerö","2019",586,483,0,0,0,0,103,0,0,0,0,0,0
"Kauko- tai aluelämpö","Enonkoski","2019",17083,1302,1957,470,3253,610,212,1596,3063,4620,0,0,0
"Kauko- tai aluelämpö","Enontekiö","2019",6387,160,2184,0,0,0,0,2222,1025,0,0,122,674
"Kauko- tai aluelämpö","Espoo","2019",14590586,1113957,1579132,6156614,1034990,1696048,226602,381354,276400,1012740,605447,423490,83812
"Kauko- tai aluelämpö","Eura","2019",318854,10022,31779,42842,21343,9501,286,24821,8878,19922,106885,40338,2237
"Kauko- tai aluelämpö","Eurajoki","2019",181895,308,2882,2750,6658,5114,130,10176,871,8206,142272,2528,0
"Kauko- tai aluelämpö","Evijärvi","2019",26974,1872,5466,1367,4114,3583,0,6396,0,2266,1240,0,670
"Kauko- tai aluelämpö","Finström","2019",42224,8742,1998,0,5373,24,266,2087,5225,8618,7588,2303,0
"Kauko- tai aluelämpö","Forssa","2019",977431,36089,52206,344400,161786,43426,7723,45361,25614,55896,199104,3501,2325
"Kauko- tai aluelämpö","Föglö","2019",0,0,0,0,0,0,0,0,0,0,0,0,0
"Kauko- tai aluelämpö","Geta","2019",978,409,0,0,300,0,269,0,0,0,0,0,0
"Kauko- tai aluelämpö","Haapajärvi","2019",230516,19913,37603,33561,29108,17419,3665,14427,16380,21764,35066,0,1610
"Kauko- tai aluelämpö","Haapavesi","2019",202503,7868,34884,17614,25056,6483,1358,16587,10811,40317,38067,229,3229
"Kauko- tai aluelämpö","Hailuoto","2019",8516,209,2112,0,0,0,0,2316,1061,1446,0,0,1372
"Kauko- tai aluelämpö","Halsua","2019",20938,798,5289,0,1669,1594,0,2326,1392,6394,1092,240,144
"Kauko- tai aluelämpö","Hamina","2019",158962,3026,23683,36974,28329,4986,573,5482,8128,20846,24808,2127,0
"Kauko- tai aluelämpö","Hammarland","2019",3307,1471,1589,0,49,0,198,0,0,0,0,0,0
"Kauko- tai aluelämpö","Hankasalmi","2019",31720,1625,6784,2666,4055,4724,0,3686,12,5230,2717,0,221
"Kauko- tai aluelämpö","Hanko","2019",176183,2661,11036,38717,10998,9964,5265,11126,4296,25209,50677,3379,2855
"Kauko- tai aluelämpö","Harjavalta","2019",365606,24610,50597,84310,27864,13928,4315,53813,9431,17799,74360,4579,0
"Kauko- tai aluelämpö","Hartola","2019",80576,2610,16001,10929,5404,3039,0,7523,1670,2235,28683,2482,0
"Kauko- tai aluelämpö","Hattula","2019",71738,9735,4542,13768,10169,2533,1278,7868,8380,9901,1330,2234,0
"Kauko- tai aluelämpö","Hausjärvi","2019",52114,150,6669,7566,4097,2034,0,11689,2251,12956,4456,246,0
"Kauko- tai aluelämpö","Heinola","2019",1005151,27981,71315,357819,142281,31767,5204,35839,39125,62269,198285,27226,6040
"Kauko- tai aluelämpö","Heinävesi","2019",77484,2957,10839,15128,8762,10019,284,3022,7055,5090,14328,0,0
"Kauko- tai aluelämpö","Helsinki","2019",43627633,974264,1561780,23601437,2094755,5813931,1359257,1318415,1209144,1936198,2653963,908805,195684
"Kauko- tai aluelämpö","Hirvensalmi","2019",26656,402,4980,1206,0,493,0,3047,1482,6961,7528,0,557
"Kauko- tai aluelämpö","Hollola","2019",687654,84243,95412,217853,62372,15100,3855,20943,16304,49341,115357,4323,2551
"Kauko- tai aluelämpö","Honkajoki","2019",9326,466,2571,0,0,0,0,4015,487,332,1455,0,0
"Kauko- tai aluelämpö","Huittinen","2019",174184,944,12953,38263,28223,8619,2331,24795,9761,17994,29963,338,0
"Kauko- tai aluelämpö","Humppila","2019",37343,183,992,9782,3858,2578,0,9685,352,4775,5138,0,0
"Kauko- tai aluelämpö","Hyrynsalmi","2019",62640,3356,15934,7335,8147,6103,1087,5301,4294,8460,363,2260,0
"Kauko- tai aluelämpö","Hyvinkää","2019",2241255,165585,197060,806944,246485,94691,33948,102091,29455,124424,264905,170535,5132
"Kauko- tai aluelämpö","Hämeenkyrö","2019",216021,18091,38645,47705,19892,3937,445,11790,10287,31779,32222,240,988
"Kauko- tai aluelämpö","Hämeenlinna","2019",3067034,135536,224955,1148584,316855,153456,27970,185162,92948,215991,417712,137153,10712
"Kauko- tai aluelämpö","Ii","2019",89568,6553,12443,7473,12854,11570,639,10703,4312,17302,5401,318,0
"Kauko- tai aluelämpö","Iisalmi","2019",971332,18588,66735,315836,150256,48369,25712,63536,29696,68308,174732,4382,5182
"Kauko- tai aluelämpö","Iitti","2019",128047,3252,28209,29434,16657,3257,376,13986,8866,10151,12429,0,1430
"Kauko- tai aluelämpö","Ikaalinen","2019",192824,4269,18872,48225,37048,12969,1118,31790,7029,26204,4127,0,1173
"Kauko- tai aluelämpö","Ilmajoki","2019",177538,18493,34231,12804,21959,7450,4362,9267,11639,22555,31971,2655,152
"Kauko- tai aluelämpö","Ilomantsi","2019",195050,18565,38769,27784,15155,10957,4063,23239,5971,16399,34148,0,0
"Kauko- tai aluelämpö","Imatra","2019",1265783,61861,56535,407635,175071,50230,2269,24600,39737,56980,383085,6815,965
"Kauko- tai aluelämpö","Inari","2019",101284,2902,10049,12287,37542,1726,8390,5766,2732,16509,1751,1152,478
"Kauko- tai aluelämpö","Inkoo","2019",27916,3131,6212,4725,6068,1326,746,996,0,3860,852,0,0
"Kauko- tai aluelämpö","Isojoki","2019",28713,2687,2741,925,587,267,192,7367,3621,4750,5576,0,0
"Kauko- tai aluelämpö","Isokyrö","2019",17132,1582,3982,2052,0,0,80,6691,0,0,438,2307,0
"Kauko- tai aluelämpö","Janakkala","2019",523000,15962,63374,161793,40102,15108,3227,32953,13172,34047,137205,6057,0
"Kauko- tai aluelämpö","Joensuu","2019",3982593,197858,403020,1479341,521278,194260,79502,249209,98168,302849,398678,47209,11221
"Kauko- tai aluelämpö","Jokioinen","2019",79260,3542,5212,11858,3384,7255,0,9060,6297,27857,4795,0,0
"Kauko- tai aluelämpö","Jomala","2019",76455,4818,445,1975,20764,28431,6867,1866,0,5655,3676,1087,871
"Kauko- tai aluelämpö","Joroinen","2019",76573,9016,24674,11044,3459,2599,150,11794,597,7328,5912,0,0
"Kauko- tai aluelämpö","Joutsa","2019",89052,1945,14911,14505,21179,5389,0,11108,147,10962,7110,1578,218
"Kauko- tai aluelämpö","Juuka","2019",72409,1348,6165,12559,4139,6817,745,15741,4513,5687,12690,0,2005
"Kauko- tai aluelämpö","Juupajoki","2019",51666,2208,7615,8131,413,5429,0,3202,1942,3692,19034,0,0
"Kauko- tai aluelämpö","Juva","2019",132604,6968,27613,39041,17949,6629,848,17746,4813,7806,3132,0,59
"Kauko- tai aluelämpö","Jyväskylä","2019",7427466,415106,512673,3420115,851526,362923,135742,256229,225689,554081,554357,96533,42492
"Kauko- tai aluelämpö","Jämijärvi","2019",10445,217,0,1501,972,0,0,2352,1649,3227,527,0,0
"Kauko- tai aluelämpö","Jämsä","2019",701202,6654,55336,174779,53362,24150,3636,44359,12437,81649,235362,7070,2408
"Kauko- tai aluelämpö","Järvenpää","2019",1477659,39321,146019,682881,123425,58013,5928,52663,45786,117811,137594,64445,3773
"Kauko- tai aluelämpö","Kaarina","2019",769845,27950,134724,309698,69623,10838,2969,29017,16971,40313,103235,19957,4550
"Kauko- tai aluelämpö","Kaavi","2019",8387,0,1880,0,1267,620,0,1886,0,0,2734,0,0
"Kauko- tai aluelämpö","Kajaani","2019",2028897,158142,168060,637497,222691,77325,36570,142368,51194,145715,278614,38731,71990
"Kauko- tai aluelämpö","Kalajoki","2019",209063,28543,27644,21116,50760,9114,569,19115,8071,23905,12454,4545,3227
"Kauko- tai aluelämpö","Kangasala","2019",707849,28619,73758,320839,57813,8451,2001,61230,12512,51187,82850,3763,4826
"Kauko- tai aluelämpö","Kangasniemi","2019",73995,2224,14011,18574,6812,3684,564,13467,2441,10555,1519,144,0
"Kauko- tai aluelämpö","Kankaanpää","2019",416203,14634,40378,94618,60842,18876,1680,39081,10762,48965,77071,2651,6645
"Kauko- tai aluelämpö","Kannonkoski","2019",29527,1374,4222,1253,4793,66,0,4144,2955,6357,3563,179,621
"Kauko- tai aluelämpö","Kannus","2019",190252,19758,30910,19272,26661,14050,695,17639,7117,14995,36911,1203,1041
"Kauko- tai aluelämpö","Karijoki","2019",6171,0,1757,0,1181,0,0,2579,31,0,462,0,161
"Kauko- tai aluelämpö","Karkkila","2019",150132,1495,3593,30884,8153,26843,3016,5752,2744,12966,51058,2546,1082
"Kauko- tai aluelämpö","Karstula","2019",81302,5500,15175,3873,9141,3213,109,5538,8703,2846,27204,0,0
"Kauko- tai aluelämpö","Karvia","2019",19884,1291,5506,1700,0,0,0,4059,1427,3749,2152,0,0
"Kauko- tai aluelämpö","Kaskinen","2019",147958,26558,2018,19342,3324,9593,1017,2267,2001,4755,71907,4890,286
"Kauko- tai aluelämpö","Kauhajoki","2019",412758,19928,32234,17024,64117,25454,8192,16126,9697,54393,155301,10234,58
"Kauko- tai aluelämpö","Kauhava","2019",319547,13539,56845,40253,69829,25300,3704,27879,14090,22144,41733,564,3667
"Kauko- tai aluelämpö","Kauniainen","2019",404028,81971,50345,165892,16634,11900,1474,23739,14944,36137,0,0,992
"Kauko- tai aluelämpö","Kaustinen","2019",106620,13240,13199,6311,14653,9235,848,9755,8550,14154,15489,0,1186
"Kauko- tai aluelämpö","Keitele","2019",111372,1145,10402,9824,7092,1966,403,4166,1882,7544,65979,485,484
"Kauko- tai aluelämpö","Kemi","2019",1214148,36121,100312,394489,146171,58881,13408,57923,17267,81674,290827,13740,3335
"Kauko- tai aluelämpö","Kemijärvi","2019",359823,20478,33851,104954,37276,24534,8455,31718,15731,36489,42217,4120,0
"Kauko- tai aluelämpö","Keminmaa","2019",140923,8376,21271,33799,22104,6807,4931,10235,1767,11006,19047,1580,0
"Kauko- tai aluelämpö","Kemiönsaari","2019",94840,4986,9038,29185,15137,3419,1210,5694,7008,16306,1782,1075,0
"Kauko- tai aluelämpö","Kempele","2019",559643,79231,120870,102740,73101,41206,3336,27384,34796,55182,18163,588,3046
"Kauko- tai aluelämpö","Kerava","2019",1893101,104349,127092,845963,112981,56335,4151,53453,22435,105191,249149,201700,10302
"Kauko- tai aluelämpö","Keuruu","2019",352298,5953,30083,101784,51852,18883,12003,33786,21086,24926,47322,3057,1563
"Kauko- tai aluelämpö","Kihniö","2019",9619,150,1927,0,0,260,0,1929,354,4341,0,0,658
